StudentID,RollNumber,Name,Gender,Age,Department,Year,Semester,Subjects,FatherName,MotherName,FatherOccupation,MotherOccupation,Siblings,Phone,Email,Address,City,State,Pincode,CGPA,Attendance,BloodGroup,Hobby,Club,CareerGoal,Hosteller,Scholarship,EmergencyContact
STU02384,2026ETC2384,Avi Apte,Female,24,ETC,1,2,Mathematics II | Digital Logic | Electronic Devices | Environmental Studies,Anthony Apte,Lavanya Apte,Government Employee,Doctor,4,+91 8092098639,aviapte@college.edu,"H.No. 60
Mital Zila",Gopalpur,Gujarat,171781,9.67,90,AB-,Chess,Sports Club,Professor,Yes,OBC,+91 9673498978
STU01921,2026CE1921,Kabir Ben,Female,22,CE,2,4,Hydrology | Transportation Engineering | Concrete Technology | Elective I,Abeer Ben,Jyoti Ben,Police Officer,Police Officer,3,+91 9698412473,kabirben@college.edu,"H.No. 74, Gokhale Ganj",Faridabad,Karnataka,145893,7.59,68,AB-,Robotics,NCC,Pilot,Yes,SC,+91 6189590157
STU00077,2026CT0077,Dalaja Joshi,Male,19,CT,4,8,IoT Applications | Advanced Networking | Elective V | Capstone Project,William Joshi,Vamakshi Joshi,Farmer,Farmer,2,+91 7469981593,dalajajoshi@college.edu,"74
Om Zila",Muzaffarnagar,Haryana,425073,6.02,82,A+,Drawing,Music Club,Entrepreneur,No,None,+91 8629176366
STU03681,2026AIML3681,Kabir Radhakrishnan,Male,24,AI/ML,4,7,Big Data Analytics | AI Ethics | Elective IV | Seminar,Manbir Radhakrishnan,Raagini Radhakrishnan,Lawyer,Lawyer,1,+91 8233177966,kabirradhakrishnan@college.edu,"H.No. 843, Balasubramanian Road",Nagpur,Telangana,013623,9.44,63,B+,Music,Music Club,Pilot,Yes,Merit,+91 6591966503
STU02840,2026AE2840,Damini Bali,Female,24,AE,3,6,Space Engineering | Aircraft Design | Elective III | Project II,Christopher Bali,Ria Bali,Police Officer,Government Employee,4,+91 6688645581,daminibali@college.edu,"H.No. 935
Badami Nagar",Pali,Andhra Pradesh,616550,9.67,97,B-,Drawing,Coding Club,AI Engineer,No,None,+91 9533645770
STU00313,2026ME0313,Gayathri Parsa,Female,18,ME,4,7,Renewable Energy Systems | Mechatronics | Elective IV | Seminar,Rishi Parsa,Yasti Parsa,Engineer,Farmer,1,+91 7168020413,gayathriparsa@college.edu,"29/011
Shroff Ganj",Tadipatri,West Bengal,800013,6.29,97,B+,Gaming,Coding Club,Pilot,No,OBC,+91 6506267356
STU02854,2026RE2854,Gauri Yohannan,Male,21,RE,1,1,Mathematics I | Physics | Chemistry | English Communication,Dalbir Yohannan,Yamini Yohannan,Farmer,Teacher,3,+91 7044054393,gauriyohannan@college.edu,"H.No. 555
Keer Street",Mysore,Nagaland,184895,7.4,77,B-,Robotics,Photography Club,Research Scientist,Yes,OBC,+91 6936755254
STU01761,2026EE1761,Rachita Yogi,Male,23,EE,2,4,Electrical Machines II | Control Systems | Elective I | Probability & Statistics,Nihal Yogi,Keya Yogi,Government Employee,Engineer,0,+91 8110756524,rachitayogi@college.edu,"902, Agrawal",Coimbatore,Meghalaya,741471,7.03,85,B+,Drawing,Music Club,Pilot,Yes,ST,+91 6313385846
STU00906,2026AE0906,Chanakya Chandra,Male,19,AE,2,3,Fluid Mechanics | Aerodynamics I | Material Science | Aircraft Structures I,Raghav Chandra,Indira Chandra,Lawyer,Doctor,4,+91 9110000003,chanakyachandra@college.edu,"819, Rout Chowk",Mau,Haryana,014474,6.7,83,A-,Robotics,Robotics Club,Professor,No,SC,+91 8862448327
STU02172,2026DS2172,Nitesh Dugar,Female,18,DS,2,4,Computer Networks | Software Engineering | Elective I | Linear Algebra,Harshil Dugar,Yashasvi Dugar,Teacher,Doctor,4,+91 8843114684,niteshdugar@college.edu,"H.No. 192
Naidu Street",Howrah,Sikkim,409551,9.3,77,O+,Coding,Robotics Club,Data Scientist,No,OBC,+91 6814060004
STU02304,2026CS2304,Quincy Sanghvi,Female,21,CS,1,2,Mathematics II | Data Structures | Digital Logic | Environmental Studies,Fiyaz Sanghvi,Harita Sanghvi,Teacher,Lawyer,3,+91 8879637667,quincysanghvi@college.edu,"14
Sachdeva Path",Jehanabad,Haryana,491199,6.79,65,AB-,Coding,NCC,Research Scientist,No,OBC,+91 6541790223
STU02921,2026RE2921,Jason Salvi,Female,21,RE,4,7,Advanced Solar PV | Energy Policy & Management | Elective IV | Seminar,Ayush Salvi,Baghyawati Salvi,Teacher,Farmer,4,+91 8683016101,jasonsalvi@college.edu,"52/85
Upadhyay Nagar",Ludhiana,Gujarat,451457,5.89,88,AB+,Reading,Sports Club,Software Engineer,Yes,SC,+91 6134710266
STU03259,2026ME3259,Neel Kata,Female,21,ME,3,5,Automobile Engineering | Industrial Engineering | Elective II | Project I,Nachiket Kata,Warda Kata,Doctor,Doctor,3,+91 6120934076,neelkata@college.edu,"61/26
Tiwari Marg",Bhalswa Jahangir Pur,Haryana,332508,6.97,60,O+,Drawing,Robotics Club,Data Scientist,Yes,Merit,+91 6822153746
STU03791,2026RE3791,Umang Seshadri,Female,19,RE,4,8,Smart Renewable Systems | Future Energy Technologies | Elective V | Capstone Project,Jai Seshadri,Damyanti Seshadri,Engineer,Businessman,3,+91 7103281952,umangseshadri@college.edu,"483, Reddy Street",Orai,Karnataka,676566,8.95,75,A-,Coding,Music Club,Entrepreneur,Yes,OBC,+91 8047747827
STU03206,2026EE3206,Thomas Basu,Male,22,EE,1,2,Mathematics II | Electrical Circuits | Digital Logic | Environmental Studies,Devansh Basu,Yashvi Basu,Farmer,Teacher,3,+91 8211428157,thomasbasu@college.edu,"337
Prabhu Marg",Kolkata,Rajasthan,834792,5.77,88,O+,Drawing,Sports Club,Professor,Yes,OBC,+91 6565222215
STU03515,2026AIML3515,Alka Madan,Male,24,AI/ML,4,7,Big Data Analytics | AI Ethics | Elective IV | Seminar,Oliver Madan,Damyanti Madan,Doctor,Businessman,1,+91 7316224318,alkamadan@college.edu,"71/72
Guha Path",Sambalpur,West Bengal,409859,5.69,94,O-,Coding,Sports Club,Pilot,Yes,ST,+91 7825218078
STU01613,2026IT1613,Bahadurjit Ganguly,Female,21,IT,3,6,AI Fundamentals | Big Data Analytics | Elective III | Project I,Champak Ganguly,Mitali Ganguly,Businessman,Teacher,0,+91 7010142651,bahadurjitganguly@college.edu,"11
Korpal Street",Vadodara,Jharkhand,746331,6.93,66,AB-,Photography,Photography Club,Entrepreneur,Yes,SC,+91 6905539888
STU03267,2026ETC3267,Jalsa Banerjee,Male,19,ETC,4,8,5G Networks | IoT Communication | Elective V | Capstone Project,Isaac Banerjee,Chaaya Banerjee,Police Officer,Doctor,1,+91 8838309881,jalsabanerjee@college.edu,"72/937, Choudhry Zila",Rourkela,Tamil Nadu,598323,7.9,85,AB+,Football,Drama Club,Research Scientist,Yes,SC,+91 9388543664
STU02151,2026CE2151,Ekavir Badal,Female,18,CE,2,4,Hydrology | Transportation Engineering | Concrete Technology | Elective I,Warinder Badal,Dipta Badal,Engineer,Government Employee,0,+91 6183356906,ekavirbadal@college.edu,"493
Peri Zila",Kurnool,Haryana,078287,7.61,78,A-,Chess,NSS,Pilot,Yes,None,+91 9174803798
STU01385,2026AE1385,Thomas Kumer,Male,18,AE,4,8,Aerospace Systems | Future Flight Technologies | Elective V | Capstone Project,Victor Kumer,Turvi Kumer,Teacher,Doctor,1,+91 9103413351,thomaskumer@college.edu,"424, Narasimhan Nagar",Bangalore,Goa,021727,8.93,99,A-,Cricket,NCC,Professor,Yes,SC,+91 9350166162
STU02313,2026AIML2313,Chakrika Pandit,Male,18,AI/ML,2,4,Machine Learning | Computer Networks | Software Engineering | Elective I,Ekapad Pandit,Vritti Pandit,Government Employee,Teacher,0,+91 9489675657,chakrikapandit@college.edu,"H.No. 289, Upadhyay Circle",Udupi,West Bengal,969496,7.65,89,O+,Coding,Music Club,Professor,Yes,Merit,+91 7836025225
STU00463,2026DS0463,William Zacharia,Male,21,DS,1,1,Mathematics I | Physics | Programming Fundamentals | English Communication,David Zacharia,Leena Zacharia,Businessman,Businessman,3,+91 8530274280,williamzacharia@college.edu,"21
Mahajan Chowk",Nandyal,Mizoram,715242,7.99,69,O+,Coding,Robotics Club,Research Scientist,No,SC,+91 8467280061
STU01546,2026CS1546,Wakeeta Bail,Female,23,CS,1,1,Mathematics I | Physics | Programming Fundamentals | English Communication,Caleb Bail,Chasmum Bail,Teacher,Engineer,1,+91 6703792688,wakeetabail@college.edu,"06, Randhawa Nagar",Surat,Arunachal Pradesh,862297,9.11,81,A-,Robotics,NCC,AI Engineer,No,EWS,+91 9243941354
STU03774,2026EE3774,Mohini Jani,Male,20,EE,1,1,Mathematics I | Physics | Chemistry | English Communication,Akshay Jani,Jyoti Jani,Engineer,Engineer,1,+91 9073269617,mohinijani@college.edu,"H.No. 27
Rajagopalan Marg",Bokaro,Punjab,793574,8.29,86,O-,Music,Sports Club,Entrepreneur,No,OBC,+91 8139386480
STU00543,2026IT0543,Samuel Narang,Male,19,IT,4,8,Blockchain Technology | Advanced Web Development | Elective V | Capstone Project,Udant Narang,Harinakshi Narang,Doctor,Businessman,3,+91 6395568489,samuelnarang@college.edu,"H.No. 26
Sanghvi",Bhavnagar,Tripura,000279,8.9,69,AB+,Chess,Sports Club,Software Engineer,Yes,ST,+91 8163486255
STU01828,2026ETC1828,Pratyush Deshmukh,Male,24,ETC,1,2,Mathematics II | Digital Logic | Electronic Devices | Environmental Studies,Umang Deshmukh,Sai Deshmukh,Government Employee,Engineer,4,+91 7898358066,pratyushdeshmukh@college.edu,"H.No. 12
Sani Chowk",Thiruvananthapuram,Bihar,756719,6.62,71,B-,Photography,Music Club,Software Engineer,No,OBC,+91 6727380016
STU03417,2026ME3417,Aarush Prakash,Male,21,ME,1,2,Mathematics II | Thermodynamics | Strength of Materials | Environmental Studies,Gaurav Prakash,Aradhana Prakash,Farmer,Doctor,2,+91 6111297972,aarushprakash@college.edu,"25/10
Palla Road",Panihati,Jharkhand,442180,6.59,71,A-,Football,Drama Club,Entrepreneur,No,EWS,+91 7085841935
STU03044,2026CE3044,Dayamai Varma,Male,19,CE,4,7,Advanced Structural Design | Urban Planning | Elective IV | Seminar,Balendra Varma,Lavanya Varma,Government Employee,Police Officer,1,+91 7004814768,dayamaivarma@college.edu,"H.No. 588, Sen Circle",Kolhapur,Maharashtra,448175,6.0,76,O+,Football,Coding Club,Software Engineer,Yes,None,+91 8876913381
STU03332,2026ETC3332,Ekani Pandey,Male,20,ETC,3,5,Digital Communication | VLSI Design | Elective II | Project I,Sarthak Pandey,Keya Pandey,Lawyer,Farmer,4,+91 9398340193,ekanipandey@college.edu,"06/320
Loyal Zila",Jodhpur,Goa,581639,7.08,67,B+,Drawing,NCC,Pilot,No,ST,+91 7557779946
STU02143,2026IIOT2143,Andrew Pandey,Male,17,IIOT,3,5,IoT Protocols | Cloud Computing | Elective II | Project I,Jagdish Pandey,Triveni Pandey,Teacher,Doctor,4,+91 9591488983,andrewpandey@college.edu,"46/12, Kumar Road",Dehradun,Bihar,719887,6.68,85,O-,Music,NSS,Data Scientist,No,ST,+91 9653004033
STU01100,2026EC1100,Kavya Kurian,Female,18,EC,1,1,Mathematics I | Physics | Programming Fundamentals | English Communication,Udarsh Kurian,Radhika Kurian,Doctor,Farmer,1,+91 9789910369,kavyakurian@college.edu,"H.No. 766
Parmer Nagar",Tumkur,Bihar,180483,5.83,63,A+,Drawing,Coding Club,Entrepreneur,Yes,Merit,+91 8838625151
STU02087,2026ME2087,Jyoti Mangat,Female,20,ME,2,4,Dynamics of Machines | Heat Transfer | Machine Design | Elective I,Nathaniel Mangat,Janya Mangat,Police Officer,Farmer,2,+91 7693030653,jyotimangat@college.edu,"H.No. 374
Singh Chowk",Rourkela,Bihar,757200,8.01,82,B+,Reading,Sports Club,Research Scientist,Yes,SC,+91 8355603219
STU00774,2026CT0774,Jagrati Chauhan,Male,22,CT,2,3,Computer Architecture | Database Systems | Operating Systems | Discrete Mathematics,Amol Chauhan,Yachana Chauhan,Farmer,Teacher,1,+91 8151435271,jagratichauhan@college.edu,"H.No. 76, Malhotra Path",Bhusawal,Odisha,206487,8.72,68,A-,Football,Photography Club,Data Scientist,Yes,Merit,+91 8324731456
STU00994,2026IIOT0994,Zinal Mane,Male,19,IIOT,2,4,Computer Networks | Embedded Systems | Control Systems | Elective I,Patrick Mane,Varsha Mane,Police Officer,Lawyer,1,+91 9224248906,zinalmane@college.edu,"84
Maharaj Street",Purnia,Haryana,262384,6.62,70,A+,Cricket,Coding Club,AI Engineer,No,SC,+91 6266081111
STU00473,2026RE0473,Caleb Talwar,Male,23,RE,3,5,Energy Auditing | Sustainable Engineering | Elective II | Project I,Yagnesh Talwar,Priya Talwar,Government Employee,Businessman,0,+91 6301834715,calebtalwar@college.edu,"124, Patil Path",Chennai,Tripura,853556,7.35,78,B-,Chess,Music Club,Software Engineer,Yes,SC,+91 8533362722
STU00599,2026CE0599,Tanay Varghese,Female,21,CE,2,3,Fluid Mechanics | Structural Analysis | Building Materials | Geotechnical Engineering,Mason Varghese,Aarini Varghese,Government Employee,Lawyer,3,+91 6185502073,tanayvarghese@college.edu,"97/82
Bala Chowk",Madanapalle,West Bengal,733312,5.7,86,O+,Gaming,NCC,Professor,Yes,OBC,+91 6536925243
STU02880,2026AIML2880,Imaran Dash,Male,17,AI/ML,1,2,Mathematics II | Data Structures | Digital Logic | Environmental Studies,Brijesh Dash,Riya Dash,Doctor,Police Officer,0,+91 9527829596,imarandash@college.edu,"H.No. 063, Majumdar Marg",North Dumdum,Uttarakhand,278541,5.61,65,A-,Drawing,NSS,Entrepreneur,Yes,Merit,+91 7251295109
STU02397,2026CE2397,Oscar Chawla,Male,22,CE,2,3,Fluid Mechanics | Structural Analysis | Building Materials | Geotechnical Engineering,Aarush Chawla,Amruta Chawla,Police Officer,Teacher,3,+91 9033138745,oscarchawla@college.edu,"H.No. 68
Deol",Sirsa,Meghalaya,272767,7.85,74,AB-,Chess,Music Club,Data Scientist,No,ST,+91 7271951143
STU02868,2026AE2868,Champak Barad,Male,23,AE,1,2,Mathematics II | Thermodynamics | Strength of Materials | Environmental Studies,Sai Barad,Manya Barad,Doctor,Engineer,2,+91 6698751133,champakbarad@college.edu,"H.No. 35
Memon Street",Munger,Mizoram,066861,5.98,100,B-,Robotics,Music Club,Robotics Engineer,Yes,ST,+91 9710191136
STU00266,2026IIOT0266,Manbir Lad,Female,20,IIOT,3,5,IoT Protocols | Cloud Computing | Elective II | Project I,Aarush Lad,Darika Lad,Government Employee,Lawyer,4,+91 7443463397,manbirlad@college.edu,"12/515
Chacko Marg",Ajmer,Goa,102801,7.14,91,AB-,Drawing,Coding Club,Entrepreneur,Yes,SC,+91 7581997279
STU02988,2026AE2988,Anmol Ghose,Male,21,AE,3,5,Flight Mechanics | Avionics | Elective II | Project I,Faris Ghose,Niharika Ghose,Doctor,Police Officer,1,+91 9017522315,anmolghose@college.edu,"H.No. 41, Anand Nagar",Kurnool,Tamil Nadu,483507,7.55,93,A+,Coding,Drama Club,AI Engineer,No,None,+91 9731428811
STU01082,2026IIOT1082,Nachiket Saran,Female,19,IIOT,1,1,Mathematics I | Physics | Programming Fundamentals | English Communication,Finn Saran,Urmi Saran,Police Officer,Government Employee,4,+91 7459288776,nachiketsaran@college.edu,"21/963
Balay Ganj",Latur,Maharashtra,142815,5.72,99,B-,Gaming,Drama Club,AI Engineer,No,OBC,+91 9263020354
STU00132,2026CT0132,Nihal Rajan,Female,20,CT,4,8,IoT Applications | Advanced Networking | Elective V | Capstone Project,Azaan Rajan,Triveni Rajan,Farmer,Farmer,1,+91 9406703662,nihalrajan@college.edu,"H.No. 049, Anne Circle",Nangloi Jat,Madhya Pradesh,891252,9.01,61,A-,Gaming,Sports Club,Pilot,No,ST,+91 7778398137
STU03750,2026IT3750,Zaitra Handa,Female,20,IT,4,7,Machine Learning | IoT Applications | Elective IV | Project II,Robert Handa,Bhavini Handa,Doctor,Businessman,2,+91 9481929525,zaitrahanda@college.edu,"H.No. 88
Palla Chowk",Sikar,Karnataka,681511,6.04,73,AB+,Music,Music Club,AI Engineer,Yes,SC,+91 6939522636
STU00620,2026CT0620,Orinder Doshi,Male,22,CT,4,8,IoT Applications | Advanced Networking | Elective V | Capstone Project,Devansh Doshi,Tripti Doshi,Businessman,Engineer,1,+91 7087710200,orinderdoshi@college.edu,"51/23
Biswas",Amroha,Odisha,134793,6.87,71,O-,Music,Coding Club,Software Engineer,No,EWS,+91 8135861771
STU01757,2026EE1757,Yahvi Buch,Male,22,EE,2,4,Electrical Machines II | Control Systems | Elective I | Probability & Statistics,Rohan Buch,Amruta Buch,Businessman,Farmer,4,+91 8935671331,yahvibuch@college.edu,"60/23, Vyas Marg",Jhansi,Karnataka,445915,6.08,96,AB+,Football,Sports Club,Research Scientist,Yes,EWS,+91 7188330098
STU03221,2026IT3221,Divya Saini,Male,21,IT,1,1,Mathematics I | Physics | Programming Fundamentals | English Communication,Nitesh Saini,Aarna Saini,Lawyer,Engineer,1,+91 8808293187,divyasaini@college.edu,"43
Goda Nagar",Hajipur,Gujarat,725789,6.83,88,O-,Robotics,Photography Club,Robotics Engineer,No,ST,+91 8975086739
STU03036,2026IT3036,Jhalak Dada,Female,22,IT,4,8,Blockchain Technology | Advanced Web Development | Elective V | Capstone Project,Samar Dada,Reva Dada,Doctor,Farmer,4,+91 8673439152,jhalakdada@college.edu,"235, Kadakia Street",Begusarai,Andhra Pradesh,143335,5.93,63,AB+,Coding,Robotics Club,Research Scientist,Yes,OBC,+91 7256759755
STU01837,2026ETC1837,Edhitha Zachariah,Female,21,ETC,2,3,Signals & Systems | Analog Circuits | Microprocessors | Electromagnetics,Aayush Zachariah,Panini Zachariah,Engineer,Police Officer,1,+91 6515710183,edhithazachariah@college.edu,"85, Ganesan Path",Salem,Punjab,708726,5.88,67,B+,Coding,Photography Club,Pilot,Yes,EWS,+91 6301899859
STU01623,2026DS1623,Jairaj Nanda,Male,23,DS,3,6,Machine Learning | Cloud Computing | Elective III | Project II,Samesh Nanda,Ojasvi Nanda,Lawyer,Doctor,1,+91 8955076390,jairajnanda@college.edu,"H.No. 163, Thaman Chowk",Maheshtala,Gujarat,171701,8.46,77,O-,Reading,NSS,Research Scientist,Yes,SC,+91 7606135109
STU02542,2026CS2542,Advik Ramakrishnan,Male,17,CS,3,5,Artificial Intelligence | Web Development | Compiler Design | Elective I,Utkarsh Ramakrishnan,Keya Ramakrishnan,Farmer,Government Employee,1,+91 9258349194,advikramakrishnan@college.edu,"87/645, Agrawal Street",Srikakulam,Meghalaya,347439,8.25,78,AB+,Football,NCC,Pilot,No,OBC,+91 9135602553
STU00500,2026CE0500,Vasatika Dara,Female,17,CE,4,8,Disaster Management | Sustainable Engineering | Elective V | Capstone Project,David Dara,Aradhana Dara,Businessman,Doctor,0,+91 6316495719,vasatikadara@college.edu,"82/126
Gandhi Circle",Begusarai,Rajasthan,076220,9.54,61,B-,Cricket,Coding Club,Professor,Yes,None,+91 9737794392
STU03019,2026CE3019,Janaki Sant,Male,24,CE,3,6,Construction Management | Environmental Engineering | Elective III | Project II,Samar Sant,Ekani Sant,Teacher,Farmer,1,+91 8249967138,janakisant@college.edu,"H.No. 095
Dhawan Road",Solapur,Madhya Pradesh,163764,9.1,97,B+,Robotics,Robotics Club,Professor,No,Merit,+91 6320951741
STU01487,2026ETC1487,Ucchal Bhattacharyya,Female,24,ETC,4,7,Optical Communication | Satellite Communication | Elective IV | Seminar,Balvan Bhattacharyya,Janani Bhattacharyya,Government Employee,Lawyer,0,+91 9219252914,ucchalbhattacharyya@college.edu,"84/88
Narayan Street",Saharanpur,Himachal Pradesh,480621,8.63,70,A-,Coding,Coding Club,Software Engineer,Yes,ST,+91 9249400779
STU00925,2026RE0925,Aahana Kala,Female,21,RE,4,7,Advanced Solar PV | Energy Policy & Management | Elective IV | Seminar,Om Kala,Aishani Kala,Police Officer,Businessman,1,+91 9833820377,aahanakala@college.edu,"32/74, Saran",Hajipur,Tripura,655046,7.78,65,O+,Chess,Coding Club,Data Scientist,No,Merit,+91 9179549748
STU00849,2026ETC0849,Ishanvi Dubey,Male,18,ETC,1,2,Mathematics II | Digital Logic | Electronic Devices | Environmental Studies,Mason Dubey,Damyanti Dubey,Farmer,Lawyer,3,+91 8607993103,ishanvidubey@college.edu,"406
Chana Chowk",Nizamabad,Tamil Nadu,837240,9.86,68,A+,Music,NSS,Data Scientist,No,SC,+91 7843914365
STU00621,2026RE0621,Sathvik Sodhi,Female,20,RE,2,4,Power Electronics | Smart Grids | Bioenergy | Elective I,Qabil Sodhi,Kashvi Sodhi,Lawyer,Lawyer,4,+91 7725422267,sathviksodhi@college.edu,"H.No. 51, Viswanathan Chowk",Kolkata,Maharashtra,824796,6.96,81,A-,Football,Robotics Club,Data Scientist,Yes,OBC,+91 9251233885
STU00013,2026ETC0013,Kiaan Srinivas,Male,21,ETC,2,3,Signals & Systems | Analog Circuits | Microprocessors | Electromagnetics,Advik Srinivas,Ira Srinivas,Police Officer,Businessman,3,+91 6826831489,kiaansrinivas@college.edu,"H.No. 24
Kar Path",Dhanbad,Chhattisgarh,088953,7.5,75,B+,Cricket,Robotics Club,Research Scientist,Yes,OBC,+91 6407855274
STU03303,2026ETC3303,Eiravati Mann,Female,24,ETC,1,1,Mathematics I | Physics | Programming Fundamentals | English Communication,Finn Mann,Idika Mann,Doctor,Businessman,1,+91 8553580039,eiravatimann@college.edu,"H.No. 043
Purohit Chowk",Raiganj,Rajasthan,402983,9.3,69,AB+,Drawing,Music Club,AI Engineer,No,Merit,+91 6046010958
STU01617,2026IIOT1617,Aashi Sharma,Male,24,IIOT,2,4,Computer Networks | Embedded Systems | Control Systems | Elective I,Nakul Sharma,Madhavi Sharma,Police Officer,Government Employee,3,+91 9234383066,aashisharma@college.edu,"226, Mistry Zila",Sambalpur,Sikkim,060970,6.29,83,O+,Reading,Robotics Club,Data Scientist,Yes,None,+91 7829732323
STU03239,2026IT3239,Panini Venkatesh,Female,22,IT,1,2,Mathematics II | Data Structures | Digital Logic | Environmental Studies,Max Venkatesh,Indali Venkatesh,Lawyer,Teacher,3,+91 7481107319,paninivenkatesh@college.edu,"H.No. 161
Gour Path",Ichalkaranji,Goa,394448,7.27,67,A-,Gaming,Sports Club,Entrepreneur,No,Merit,+91 9499186780
STU00006,2026IIOT0006,Rehaan Bal,Male,23,IIOT,2,4,Computer Networks | Embedded Systems | Control Systems | Elective I,Tanish Bal,Varsha Bal,Engineer,Lawyer,0,+91 9086427082,rehaanbal@college.edu,"99, Singhal Zila",Danapur,Bihar,822171,7.75,94,A+,Football,Photography Club,AI Engineer,No,ST,+91 7547571303
STU01299,2026DS1299,Jonathan Borde,Female,23,DS,2,4,Computer Networks | Software Engineering | Elective I | Linear Algebra,Harrison Borde,Janaki Borde,Government Employee,Doctor,1,+91 8485206984,jonathanborde@college.edu,"709
Savant Path",Bhalswa Jahangir Pur,Rajasthan,730517,6.95,90,AB-,Robotics,Coding Club,Entrepreneur,No,EWS,+91 6172234651
STU00421,2026EC0421,Jatin Bansal,Male,17,EC,3,5,Digital Communication | VLSI Design | Elective II | Project I,Nakul Bansal,Unni Bansal,Teacher,Police Officer,1,+91 6610929861,jatinbansal@college.edu,"43/635, Sawhney Chowk",Jalgaon,Sikkim,749307,6.45,94,B+,Photography,Robotics Club,Entrepreneur,No,ST,+91 6010537220
STU00338,2026IIOT0338,Maanav Mandal,Male,18,IIOT,2,3,Sensors & Actuators | Database Systems | Operating Systems | Industrial Automation,Teerth Mandal,Hiral Mandal,Engineer,Farmer,2,+91 9970555694,maanavmandal@college.edu,"644
Manne Circle",Bidhannagar,Punjab,356589,6.19,100,B+,Photography,Drama Club,Robotics Engineer,No,SC,+91 9316905224
STU00321,2026AE0321,Rohan Bora,Male,17,AE,3,6,Space Engineering | Aircraft Design | Elective III | Project II,Samaksh Bora,Damini Bora,Teacher,Police Officer,4,+91 8410669242,rohanbora@college.edu,"H.No. 63
Kanda Road",Sagar,Himachal Pradesh,850373,5.52,69,AB+,Coding,Coding Club,Software Engineer,Yes,None,+91 8113785314
STU02115,2026RE2115,Aradhana Behl,Male,21,RE,2,4,Power Electronics | Smart Grids | Bioenergy | Elective I,Finn Behl,Ekaja Behl,Doctor,Teacher,0,+91 8656204848,aradhanabehl@college.edu,"H.No. 12
Peri Street",Lucknow,West Bengal,630688,9.68,85,AB-,Photography,Music Club,Pilot,Yes,ST,+91 7501657327
STU03772,2026IIOT3772,Charan Shankar,Female,17,IIOT,3,5,IoT Protocols | Cloud Computing | Elective II | Project I,Aditya Shankar,Anita Shankar,Lawyer,Government Employee,4,+91 8156770598,charanshankar@college.edu,"877, Chad Chowk",Pali,Tripura,656321,5.99,95,AB+,Chess,NSS,Entrepreneur,No,ST,+91 7141666294
STU00889,2026CT0889,Jonathan Dutta,Male,20,CT,1,1,Mathematics I | Physics | Programming Fundamentals | English Communication,Azad Dutta,Ati Dutta,Lawyer,Businessman,3,+91 6349602233,jonathandutta@college.edu,"H.No. 17
Dave Ganj",Kumbakonam,Jharkhand,884589,7.68,85,A-,Drawing,NSS,Entrepreneur,No,None,+91 7615421110
STU03663,2026CT3663,Neha Sankar,Female,21,CT,1,1,Mathematics I | Physics | Programming Fundamentals | English Communication,William Sankar,Ekaja Sankar,Lawyer,Businessman,1,+91 9426661505,nehasankar@college.edu,"H.No. 333
Dugar Chowk",Gulbarga,Kerala,388471,6.17,65,A+,Chess,Drama Club,Data Scientist,Yes,EWS,+91 8693864868
STU03975,2026EE3975,Balhaar Mall,Male,18,EE,3,6,Power Systems II | Smart Grids | Elective III | Project II,Manan Mall,Madhavi Mall,Government Employee,Lawyer,3,+91 9414440497,balhaarmall@college.edu,"H.No. 53
De",Mysore,Uttarakhand,576619,6.14,84,AB+,Robotics,Drama Club,Entrepreneur,Yes,EWS,+91 9177725394
STU01541,2026CT1541,Amara Dua,Male,21,CT,3,6,AI Fundamentals | Mobile Computing | Elective III | Project I,Rohan Dua,Pahal Dua,Doctor,Teacher,1,+91 7788382414,amaradua@college.edu,"H.No. 329, Dash Road",Rampur,Gujarat,671040,8.9,69,O-,Football,NSS,Research Scientist,No,Merit,+91 9431755397
STU02477,2026ME2477,Girindra Shenoy,Male,18,ME,1,1,Mathematics I | Physics | Engineering Mechanics | English Communication,Rushil Shenoy,Siya Shenoy,Farmer,Police Officer,1,+91 7757371352,girindrashenoy@college.edu,"53
Agarwal Path",Jamalpur,Andhra Pradesh,191290,9.17,84,B-,Music,Robotics Club,Professor,No,ST,+91 9018287687
STU00096,2026AE0096,Manya Chana,Male,19,AE,4,7,Advanced Propulsion | Unmanned Aerial Systems | Elective IV | Seminar,Avi Chana,Eiravati Chana,Farmer,Doctor,0,+91 6876216457,manyachana@college.edu,"H.No. 56
Wali Ganj",Haridwar,Andhra Pradesh,125067,6.93,65,AB-,Gaming,Coding Club,AI Engineer,Yes,None,+91 7781921119
STU02906,2026IIOT2906,Idika Radhakrishnan,Male,23,IIOT,4,7,Smart Manufacturing | Predictive Maintenance | Elective IV | Seminar,Siddharth Radhakrishnan,Bishakha Radhakrishnan,Lawyer,Police Officer,3,+91 6458850961,idikaradhakrishnan@college.edu,"H.No. 54
Dubey Ganj",Vijayanagaram,Kerala,533940,8.76,77,O+,Football,Music Club,Entrepreneur,No,OBC,+91 9149532652
STU01114,2026CT1114,Chaaya Bumb,Male,19,CT,2,3,Computer Architecture | Database Systems | Operating Systems | Discrete Mathematics,Karan Bumb,Nidhi Bumb,Engineer,Lawyer,0,+91 6863720274,chaayabumb@college.edu,"21, Mammen Nagar",Jabalpur,Mizoram,695328,5.58,98,O-,Cricket,Sports Club,Research Scientist,Yes,ST,+91 6728372570
